type,seq,mac,rssi,rate,noise_floor,fft_gain,agc_gain,channel,local_timestamp,sig_len,rx_state,len,first_word,data
CSI_DATA,15044,1a:00:00:00:00:00,-69,11,-95,26,54,13,173386964,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,6,0,6,-1,6,-1,5,-1,5,-2,4,-2,5,-3,4,-3,5,-4,5,-5,6,-6,6,-6,6,-6,7,-6,8,-5,8,-5,9,-4,10,-4,11,-4,12,-5,12,-6,12,-7,11,-7,10,-7,10,-6,9,-6,10,-5,10,-4,11,-3,12,-3,13,-3,14,-2,15,-3,15,-2,16,-3,16,-3,17,-4,18,-4,19,-5,20,-5,20,-5,20,-4,20,-4,19,-4,20,-4,20,-4,21,-4,22,-5,22,-6,21,-8,20,-8,19,-8,17,-8,16,-7,16,-6,16,-5,17,-4,18,-2,19,-1,20,-1,20,0,20,0,20,-2,21,-3,21,-5,22,-6,23,-7,23,-7,24,-6,24,-6,24,-5,23,-4,22,-4,21,-4,21,-6,20,-7,21,-10,20,-11,22,-12,23,-12,25,-11,27,-10,26,-8,26,-6,24,-5,21,-3,20,-3,19,-3,20,-5,21,-7,23,-9,24,-11,26,-12,27,-12,27,-12,28,-12,28,-12,28,-12,28,-12,27,-13,29,-14,28,-14,30,-16,31,-16,33,-17,35,-17,35,-17,34,-17,33,-16,32,-16,31,-15,30,-15,29,-14,28,-12,27,-11,26,-10,26,-10,26,-11,27,-15,28,-18,29,-23,30,-27,44,25,0,0,15,-19,15,-19,16,-18,17,-16,19,-16,22,-16,23,-17,25,-17,27,-18,28,-19,28,-19,29,-19,29,-20,29,-20,30,-21,31,-22,33,-21,33,-21,33,-19,32,-18,31,-19,29,-17,28,-19,26,-20,26,-22,26,-23,26,-24,27,-25,27,-25,27,-25,27,-24,27,-24,26,-25,24,-26,22,-28,19,-30,17,-31,15,-31,14,-30,13,-28,14,-26,14,-24,16,-23,17,-22,18,-22,19,-22,19,-24,19,-24,19,-26,18,-27,18,-28,19,-30,19,-30,19,-31,19,-30,18,-29,18,-29,18,-29,18,-30,17,-30,16,-30,15,-30,13,-30,11,-29,12,-30,12,-31,14,-33,16,-34,18,-35,20,-36,21,-34,21,-32,20,-29,19,-26,18,-25,16,-23,14,-25,13,-26,12,-29,12,-32,13,-35,14,-36,15,-37,17,-36,19,-35,20,-33,19,-32,18,-31,16,-32,12,-31,13,-33,11,-33,13,-34,16,-34,19,-34,23,-34,24,-31,25,-29,23,-25,21,-21,19,-19,17,-18,16,-20,16,-21,17,-23,18,-25,19,-26,21,-26,21,-25,22,-24,22,-23,23,-22,23,-22,23,-22,22,-23,21,-24,20,-24,19,-24,19,-23,18,-22,19,-21,19,-20,19,-20,0,0,0,0,0,0,0,0]"
CSI_DATA,15045,1a:00:00:00:00:00,-69,11,-95,26,54,13,173397731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,4,5,3,5,3,6,4,6,3,6,4,6,4,6,5,7,5,7,5,7,5,7,5,7,5,7,5,8,5,8,5,8,6,8,7,8,8,8,9,7,9,7,9,7,8,6,7,7,6,8,6,10,5,11,4,12,4,14,4,14,4,16,5,15,6,16,6,16,7,15,6,16,7,16,6,16,5,16,5,17,4,18,5,19,6,20,8,20,10,20,12,19,13,18,14,17,15,16,14,15,13,13,11,14,9,14,7,16,5,18,4,19,3,20,4,20,4,21,6,21,8,21,10,21,12,21,12,21,12,21,11,21,10,21,9,21,8,22,9,21,9,20,11,20,14,18,15,19,16,18,16,19,15,20,14,22,12,24,10,25,8,26,7,25,5,24,6,23,7,22,9,21,10,21,12,21,14,21,15,22,16,22,16,23,15,24,15,25,15,26,16,27,16,27,17,27,18,26,19,26,20,25,20,25,20,26,19,26,19,27,19,26,18,26,18,26,18,26,17,27,17,28,16,28,16,28,16,27,17,27,19,27,22,27,25,27,28,27,-19,46,0,0,23,13,23,13,21,15,19,16,19,18,18,20,19,22,20,23,21,24,21,24,21,25,22,25,23,26,23,26,24,27,25,27,25,28,24,29,22,29,21,29,21,27,20,25,23,22,24,20,26,18,28,17,29,16,29,16,29,16,29,17,29,18,29,19,29,18,30,17,31,14,33,11,32,9,31,6,29,6,27,5,26,7,25,8,25,11,26,14,26,16,27,17,27,17,28,17,28,15,29,14,30,13,31,11,31,11,32,11,32,11,31,11,31,11,31,11,32,11,32,10,32,9,32,8,32,6,32,5,33,6,34,7,35,9,37,11,38,14,39,15,37,16,35,17,32,17,29,17,28,16,27,15,29,12,30,9,32,7,34,5,34,5,35,4,36,6,35,8,35,10,35,11,35,11,34,10,35,8,35,4,35,3,36,1,35,3,35,5,35,9,34,13,33,16,31,18,28,18,25,18,23,17,22,15,23,14,24,13,26,13,27,14,27,14,28,15,27,16,26,17,26,17,25,18,25,18,26,18,26,17,27,15,26,14,26,12,25,12,24,12,23,13,22,14,22,13,0,0,0,0,0,0,0,0]"
CSI_DATA,15046,1a:00:00:00:00:00,-69,11,-95,26,54,13,173408731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,-3,-4,-3,-4,-3,-4,-3,-4,-4,-4,-4,-3,-5,-4,-5,-4,-6,-4,-6,-5,-6,-5,-7,-5,-7,-6,-7,-6,-7,-6,-7,-7,-7,-7,-6,-7,-6,-7,-6,-8,-7,-8,-8,-8,-8,-9,-9,-9,-9,-10,-9,-10,-10,-10,-10,-11,-10,-11,-10,-11,-10,-11,-9,-11,-10,-11,-9,-11,-10,-12,-10,-13,-10,-13,-11,-14,-10,-15,-10,-16,-8,-17,-7,-18,-6,-18,-5,-18,-6,-19,-7,-19,-8,-20,-10,-20,-10,-20,-11,-20,-10,-20,-10,-20,-9,-19,-9,-18,-9,-18,-9,-18,-10,-18,-11,-18,-11,-18,-12,-17,-12,-17,-12,-17,-12,-18,-12,-18,-13,-18,-14,-19,-14,-19,-14,-20,-13,-21,-12,-21,-11,-22,-9,-21,-9,-21,-8,-20,-9,-20,-10,-19,-12,-20,-14,-19,-15,-20,-16,-21,-16,-22,-16,-23,-15,-22,-14,-22,-14,-20,-14,-19,-15,-18,-16,-18,-17,-18,-18,-18,-19,-19,-20,-19,-19,-21,-18,-23,-17,-24,-16,-25,-16,-26,-16,-26,-17,-25,-17,-23,-19,-23,-21,-21,-23,-22,-25,-22,-25,-23,-26,-23,-26,-23,-25,-23,-25,-23,-25,-23,-25,-23,-25,-23,-25,-22,-25,-21,-25,-20,-25,-19,-26,-19,-27,-18,-28,-19,-29,-20,-31,-21,-33,-22,-40,-30,0,0,-25,-16,-25,-16,-26,-16,-26,-15,-26,-15,-26,-15,-27,-14,-27,-13,-28,-13,-29,-13,-30,-13,-30,-13,-31,-13,-31,-13,-32,-12,-33,-12,-34,-12,-35,-12,-34,-12,-34,-12,-33,-13,-32,-13,-32,-13,-31,-13,-32,-13,-33,-13,-33,-14,-34,-14,-33,-15,-33,-17,-32,-17,-30,-18,-29,-17,-28,-16,-29,-15,-29,-13,-29,-12,-29,-10,-29,-10,-29,-8,-29,-8,-29,-7,-29,-6,-29,-5,-29,-4,-29,-2,-30,-2,-31,0,-31,-1,-32,0,-33,-1,-33,-2,-34,-4,-34,-6,-34,-8,-33,-10,-32,-11,-31,-12,-32,-11,-32,-10,-33,-8,-33,-7,-33,-4,-33,-2,-34,-1,-34,1,-35,1,-36,1,-36,2,-37,3,-37,4,-36,5,-36,5,-35,6,-35,5,-35,4,-35,3,-35,2,-36,2,-37,2,-39,1,-40,0,-40,-2,-39,-5,-38,-7,-36,-9,-35,-9,-33,-9,-33,-8,-32,-6,-34,-5,-34,-3,-36,-4,-37,-4,-37,-7,-37,-9,-35,-10,-33,-10,-32,-9,-30,-7,-30,-6,-30,-4,-31,-4,-31,-4,-32,-5,-32,-6,-31,-9,-31,-11,-29,-13,-27,-16,-26,-17,-25,-18,-25,-17,-25,-16,-26,-15,-26,-14,-26,-13,-27,-12,-26,-12,-26,-12,-25,-14,-24,-15,-24,-15,0,0,0,0,0,0,0,0]"
CSI_DATA,15047,1a:00:00:00:00:00,-69,11,-95,26,54,13,173419731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,5,-4,5,-4,5,-4,4,-4,3,-4,3,-3,2,-4,2,-3,2,-5,2,-5,2,-7,2,-8,3,-9,3,-10,5,-10,6,-10,8,-10,9,-9,9,-9,9,-8,8,-9,7,-9,5,-9,4,-9,3,-9,3,-9,4,-9,5,-9,6,-10,7,-11,7,-11,7,-12,8,-12,8,-13,9,-12,10,-12,11,-12,12,-13,12,-13,13,-13,13,-12,14,-11,14,-11,14,-11,15,-12,15,-13,16,-14,17,-16,17,-17,17,-17,15,-17,14,-17,12,-16,11,-15,11,-14,11,-13,12,-13,13,-13,13,-14,12,-15,12,-15,12,-14,12,-14,13,-14,13,-15,14,-16,14,-18,13,-18,14,-18,14,-17,14,-16,15,-14,14,-14,13,-13,14,-13,12,-13,14,-15,14,-15,15,-17,16,-18,17,-20,17,-22,17,-22,17,-23,17,-20,16,-18,15,-17,15,-15,15,-16,15,-17,15,-19,15,-21,16,-22,16,-23,18,-23,19,-23,20,-23,20,-24,20,-25,19,-25,19,-27,18,-27,18,-29,18,-29,17,-30,17,-31,18,-30,18,-29,18,-27,19,-26,18,-26,18,-25,16,-25,14,-25,13,-25,11,-25,11,-26,11,-28,12,-31,13,-34,13,-37,13,-39,36,-36,0,0,5,-15,5,-15,6,-16,7,-17,7,-19,7,-21,6,-24,5,-27,5,-29,6,-31,8,-31,9,-31,10,-31,10,-30,10,-32,10,-33,10,-34,10,-35,9,-33,9,-31,9,-29,8,-26,9,-27,9,-25,9,-27,9,-29,8,-31,7,-34,8,-35,8,-37,9,-37,10,-36,10,-35,9,-34,7,-34,4,-33,2,-32,0,-31,0,-30,0,-28,2,-27,3,-26,3,-26,2,-26,0,-27,-1,-27,-2,-27,-3,-27,-2,-28,-3,-28,-3,-30,-3,-31,-2,-33,-2,-34,-1,-34,0,-33,0,-33,0,-32,-2,-32,-3,-32,-5,-31,-7,-30,-9,-30,-10,-29,-11,-31,-11,-32,-11,-35,-11,-38,-10,-39,-10,-40,-10,-39,-9,-37,-9,-34,-8,-31,-8,-30,-8,-28,-7,-29,-6,-30,-6,-32,-6,-34,-6,-35,-7,-36,-6,-37,-5,-36,-4,-36,-3,-36,-3,-35,-3,-35,-4,-35,-5,-34,-5,-34,-5,-34,-4,-35,-3,-36,-2,-38,0,-39,0,-38,1,-36,0,-32,0,-28,-1,-26,-2,-23,-2,-24,-3,-24,-2,-26,-2,-28,0,-29,2,-30,4,-30,6,-30,7,-29,9,-27,8,-27,8,-26,7,-27,6,-26,6,-26,5,-26,5,-26,5,-26,6,-25,6,-25,6,-25,0,0,0,0,0,0,0,0]"
CSI_DATA,15048,1a:00:00:00:00:00,-69,11,-95,26,54,13,173430731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,2,4,2,4,2,4,3,5,3,5,3,5,3,5,3,6,3,6,4,6,4,6,5,6,5,7,5,7,4,8,3,9,3,10,3,10,4,11,4,11,5,11,6,11,6,11,6,11,6,11,6,11,6,11,7,11,7,11,7,11,7,11,6,12,6,13,6,14,7,15,7,16,7,16,7,17,6,18,4,18,3,19,2,19,2,19,2,19,2,19,2,20,3,21,4,21,5,22,6,23,6,22,6,22,6,21,5,20,6,19,6,18,7,18,8,18,8,19,8,19,7,20,7,20,7,21,7,22,7,23,8,23,8,24,8,24,7,24,6,23,6,23,5,22,5,22,5,22,6,22,7,21,9,22,10,22,11,23,12,23,13,24,13,25,13,24,13,24,12,23,12,22,12,22,11,21,12,21,13,21,14,23,15,24,14,27,13,29,12,30,11,31,11,30,11,29,12,29,13,28,14,28,16,28,18,28,19,28,20,28,20,28,20,28,21,27,21,26,22,25,22,25,23,24,22,23,22,23,22,23,22,23,22,22,23,22,24,23,26,23,28,24,30,25,38,32,0,0,15,26,16,26,17,25,19,24,20,24,21,25,22,25,23,26,23,26,23,26,23,26,22,26,22,26,21,26,23,25,24,25,25,24,26,24,26,24,27,24,27,23,27,22,28,23,28,22,28,23,29,23,28,24,28,25,27,25,25,26,25,26,25,26,25,25,26,24,27,22,28,20,28,19,28,17,28,17,27,16,27,15,27,14,28,12,28,11,29,10,29,9,30,9,31,9,31,10,32,10,32,11,32,12,31,13,31,15,29,16,28,17,27,17,27,17,27,18,27,18,29,18,30,17,31,15,31,12,32,10,32,7,33,6,34,5,35,5,36,5,36,5,36,5,36,4,35,4,35,4,34,5,35,6,35,7,37,8,38,9,39,10,39,11,38,12,36,14,35,15,33,16,32,16,31,16,31,15,30,14,31,12,31,11,33,11,34,11,35,12,35,13,34,13,33,13,32,13,31,12,31,11,30,11,30,11,30,11,29,12,29,13,28,15,27,18,26,19,24,21,23,21,22,22,22,22,22,22,22,21,23,21,23,20,24,19,23,19,23,19,22,19,22,19,22,19,0,0,0,0,0,0,0,0]"
CSI_DATA,15049,1a:00:00:00:00:00,-69,11,-95,26,54,13,173441731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,-2,6,-2,6,-2,6,-2,5,-2,5,-2,5,-2,5,-2,4,-3,5,-3,5,-3,6,-3,6,-3,7,-4,8,-4,8,-5,9,-5,9,-5,9,-5,9,-5,9,-6,10,-6,10,-6,10,-6,10,-7,10,-7,10,-7,10,-7,10,-7,10,-7,11,-7,11,-7,12,-7,13,-7,14,-8,15,-9,16,-10,16,-10,16,-11,16,-12,15,-13,14,-13,13,-13,13,-13,13,-13,13,-14,14,-15,14,-15,15,-16,16,-16,16,-16,15,-16,14,-15,13,-13,11,-13,11,-12,11,-12,12,-12,13,-12,15,-12,16,-12,17,-12,17,-13,17,-14,18,-15,18,-16,19,-16,19,-17,19,-17,19,-17,19,-17,18,-17,18,-17,17,-16,16,-16,16,-16,15,-15,17,-15,18,-16,19,-16,21,-17,22,-17,23,-16,22,-15,22,-13,20,-12,19,-11,19,-11,19,-11,20,-11,21,-13,22,-14,23,-15,23,-16,24,-17,25,-17,26,-16,26,-16,26,-16,27,-16,27,-15,28,-15,29,-14,31,-13,32,-12,33,-11,34,-11,34,-10,33,-10,33,-10,32,-10,32,-10,32,-9,32,-7,31,-6,31,-5,30,-5,30,-6,31,-7,32,-9,33,-11,35,-13,37,-3,52,0,0,-9,22,-9,22,-9,23,-8,23,-7,25,-7,26,-7,28,-7,29,-8,31,-8,32,-8,32,-9,32,-8,33,-7,34,-6,35,-5,36,-4,37,-3,37,-3,37,-2,37,-3,36,-2,35,-3,35,-4,35,-4,36,-5,36,-5,37,-5,38,-5,37,-4,37,-4,36,-4,36,-3,35,-3,34,-2,34,-1,33,-1,32,0,31,-1,30,-2,28,-1,27,0,26,2,27,4,27,6,28,9,29,9,29,11,29,10,30,11,30,11,32,10,33,9,34,8,35,6,34,5,34,5,33,5,33,5,33,6,33,6,33,7,34,7,33,8,32,9,32,10,32,12,32,14,33,15,33,17,34,17,33,18,32,18,30,18,28,16,28,15,28,13,30,11,32,11,34,11,36,11,38,11,40,11,40,11,40,10,39,9,38,8,36,7,34,6,34,4,32,5,34,4,33,4,35,5,37,5,38,5,39,6,37,6,35,6,31,7,27,8,26,8,24,8,25,7,27,6,29,4,31,2,32,0,33,-1,33,-3,33,-4,32,-4,30,-4,30,-5,30,-4,30,-5,31,-4,30,-4,30,-5,29,-5,28,-5,27,-5,26,-5,26,0,0,0,0,0,0,0,0]"
CSI_DATA,15050,1a:00:00:00:00:00,-69,11,-95,26,54,13,173452731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,-4,2,-4,2,-4,2,-5,2,-5,2,-5,2,-6,3,-6,3,-7,3,-7,4,-8,4,-8,5,-8,5,-9,5,-9,5,-9,4,-10,4,-10,4,-10,4,-11,4,-11,4,-11,5,-11,5,-10,5,-10,6,-10,6,-10,6,-10,6,-10,6,-11,6,-11,6,-12,6,-13,6,-13,5,-15,6,-15,6,-17,6,-18,6,-18,4,-18,3,-18,2,-18,1,-18,1,-18,0,-19,0,-19,0,-20,2,-21,3,-21,4,-21,5,-20,5,-19,5,-17,5,-16,4,-16,5,-16,5,-17,6,-18,6,-19,5,-19,5,-20,5,-20,5,-21,6,-22,7,-23,8,-24,9,-24,9,-24,9,-24,8,-23,7,-23,5,-22,4,-22,4,-21,4,-22,5,-21,6,-21,8,-21,10,-22,11,-23,13,-24,13,-25,13,-25,12,-25,12,-24,12,-23,11,-22,12,-21,12,-21,12,-20,13,-21,13,-22,13,-25,12,-27,11,-28,10,-29,10,-29,10,-29,10,-28,11,-28,11,-28,14,-27,15,-27,18,-27,19,-27,20,-28,20,-27,21,-27,21,-26,22,-26,24,-25,24,-25,25,-25,24,-25,24,-24,23,-24,22,-23,23,-23,24,-23,25,-24,27,-25,28,-26,29,-49,-2,0,0,-24,13,-24,13,-23,16,-22,18,-22,19,-22,20,-23,21,-23,22,-23,22,-22,22,-23,22,-23,21,-24,21,-24,21,-24,23,-24,24,-25,25,-25,26,-25,26,-25,27,-24,28,-23,28,-22,29,-21,30,-21,30,-22,31,-23,31,-23,31,-25,29,-25,27,-26,26,-25,25,-24,25,-23,25,-21,25,-19,25,-17,25,-16,25,-15,25,-14,24,-13,25,-11,25,-10,26,-9,26,-8,27,-8,28,-8,29,-8,30,-9,31,-9,32,-10,32,-11,32,-13,32,-15,31,-16,29,-17,28,-17,27,-17,26,-17,27,-18,28,-17,29,-16,31,-13,32,-11,32,-9,33,-7,34,-6,35,-5,37,-5,37,-5,36,-4,36,-4,35,-4,35,-4,34,-4,34,-4,34,-4,34,-4,35,-6,37,-6,38,-8,39,-10,40,-11,39,-13,38,-14,36,-15,35,-15,33,-15,31,-14,31,-13,30,-11,32,-9,32,-10,34,-9,36,-11,37,-12,38,-13,36,-13,35,-12,32,-11,30,-10,29,-9,28,-8,28,-8,28,-9,28,-10,28,-13,28,-15,27,-18,26,-19,24,-20,23,-21,21,-21,21,-22,21,-21,22,-21,23,-20,23,-19,24,-19,23,-19,22,-19,21,-20,20,-20,20,0,0,0,0,0,0,0,0]"
CSI_DATA,15051,1a:00:00:00:00:00,-69,11,-95,26,54,13,173463909,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-6,-1,-6,-1,-7,-1,-7,0,-7,0,-8,0,-9,0,-9,0,-10,-1,-10,-1,-10,-1,-10,-1,-11,-1,-11,-1,-11,0,-12,0,-12,1,-12,1,-12,1,-13,1,-13,0,-13,0,-14,0,-15,0,-15,0,-16,0,-16,-1,-17,-1,-17,-1,-17,0,-18,1,-18,2,-18,3,-18,4,-18,5,-18,5,-19,4,-20,5,-22,4,-23,4,-24,4,-24,5,-23,5,-21,5,-19,5,-17,4,-16,3,-16,2,-17,1,-18,0,-19,0,-20,1,-21,1,-22,2,-22,2,-23,2,-24,2,-25,2,-26,3,-27,3,-26,4,-26,4,-25,5,-24,5,-23,5,-22,5,-22,5,-21,4,-23,4,-23,3,-24,3,-26,3,-27,2,-29,1,-28,0,-27,0,-25,-1,-23,-2,-23,-2,-21,-3,-22,-4,-23,-4,-24,-4,-26,-3,-27,-2,-28,-2,-29,-1,-29,-1,-30,-1,-30,-2,-31,-3,-31,-4,-32,-6,-32,-7,-34,-9,-34,-10,-34,-11,-35,-11,-34,-11,-33,-10,-32,-10,-32,-10,-32,-10,-31,-10,-31,-11,-31,-11,-30,-12,-30,-13,-30,-13,-31,-14,-33,-15,-35,-15,-38,-16,-40,-14,-48,0,0,-3,-25,-3,-25,-4,-25,-6,-24,-7,-24,-8,-25,-9,-26,-11,-27,-12,-28,-12,-29,-13,-29,-13,-30,-14,-30,-15,-30,-17,-31,-18,-31,-19,-32,-20,-32,-21,-31,-21,-29,-20,-29,-19,-27,-18,-29,-17,-28,-17,-30,-18,-31,-18,-32,-18,-33,-18,-33,-18,-33,-18,-32,-17,-30,-17,-29,-16,-28,-16,-28,-16,-28,-16,-27,-15,-27,-15,-26,-14,-24,-15,-24,-16,-23,-18,-22,-20,-21,-22,-20,-23,-19,-24,-19,-25,-18,-26,-19,-27,-18,-27,-19,-28,-20,-27,-21,-27,-23,-25,-24,-23,-24,-22,-24,-21,-24,-22,-25,-23,-25,-24,-25,-25,-24,-26,-23,-26,-22,-27,-21,-28,-20,-30,-19,-31,-19,-33,-17,-34,-16,-34,-14,-33,-13,-32,-12,-31,-11,-30,-12,-28,-13,-28,-16,-27,-18,-29,-20,-30,-22,-32,-24,-33,-25,-32,-26,-31,-27,-29,-27,-28,-26,-26,-25,-24,-24,-24,-24,-21,-24,-23,-24,-23,-24,-25,-25,-27,-26,-28,-27,-28,-28,-27,-26,-26,-25,-24,-22,-22,-19,-21,-18,-20,-16,-21,-17,-22,-18,-22,-19,-22,-21,-21,-23,-20,-25,-19,-26,-17,-27,-16,-27,-14,-27,-14,-27,-14,-27,-15,-27,-16,-27,-16,-28,-16,-28,-16,-28,-15,-27,-13,-27,-12,-27,-12,-27,0,0,0,0,0,0,0,0]"
CSI_DATA,15052,1a:00:00:00:00:00,-69,11,-95,26,54,13,173474731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,6,-1,6,-1,7,-2,7,-2,7,-2,7,-3,6,-4,5,-4,5,-4,4,-5,5,-5,5,-5,6,-5,7,-4,8,-4,8,-4,9,-4,9,-3,10,-3,11,-3,11,-4,11,-4,11,-5,11,-7,11,-7,11,-7,11,-7,11,-7,12,-8,12,-8,13,-9,13,-9,13,-8,13,-8,14,-6,14,-5,15,-5,15,-5,16,-5,16,-5,16,-4,16,-3,16,-2,16,-2,17,-3,18,-3,19,-4,19,-4,19,-5,19,-5,20,-5,20,-6,20,-6,20,-7,19,-7,19,-8,18,-8,18,-8,19,-7,19,-6,20,-5,21,-4,21,-4,21,-4,21,-5,21,-7,22,-7,22,-7,23,-6,23,-5,23,-5,23,-4,23,-5,22,-5,22,-6,22,-7,22,-9,22,-10,23,-10,24,-10,25,-10,25,-9,25,-8,24,-7,23,-8,22,-8,22,-9,22,-10,22,-12,23,-13,24,-14,25,-14,26,-14,28,-14,28,-14,29,-13,28,-13,28,-13,28,-13,27,-13,27,-15,26,-16,27,-17,27,-18,27,-19,28,-19,28,-19,27,-18,27,-18,27,-17,28,-17,29,-17,29,-18,30,-19,29,-20,29,-21,29,-22,29,-23,29,-24,28,-25,29,-26,28,-27,47,-20,0,0,24,-23,24,-23,24,-23,24,-23,23,-24,23,-24,22,-25,21,-26,21,-27,20,-27,20,-27,20,-27,20,-27,20,-27,20,-28,20,-29,20,-30,21,-30,20,-30,20,-29,20,-29,20,-28,20,-28,20,-27,20,-28,20,-29,20,-30,21,-31,22,-30,23,-30,23,-28,24,-26,22,-25,21,-24,20,-26,18,-27,17,-28,16,-28,15,-28,15,-28,15,-27,15,-27,14,-27,13,-28,11,-29,9,-29,8,-30,7,-30,7,-30,7,-30,7,-31,8,-32,9,-33,11,-33,13,-32,15,-32,16,-31,17,-30,15,-30,14,-30,12,-30,10,-30,8,-32,7,-32,6,-34,5,-35,4,-37,4,-37,4,-38,4,-38,4,-38,3,-38,3,-37,3,-36,3,-35,4,-33,5,-33,6,-33,5,-35,5,-36,6,-37,6,-38,7,-38,9,-38,10,-37,12,-35,12,-34,12,-33,11,-34,10,-33,10,-35,9,-35,10,-36,11,-37,13,-37,15,-36,15,-34,14,-32,13,-30,11,-28,10,-28,8,-28,8,-28,8,-29,9,-30,10,-31,12,-31,14,-30,16,-29,17,-28,19,-27,19,-26,19,-25,19,-24,18,-24,16,-24,16,-25,15,-25,15,-25,15,-25,17,-24,18,-23,18,-23,0,0,0,0,0,0,0,0]"
CSI_DATA,15053,1a:00:00:00:00:00,-69,11,-95,26,54,13,173485731,47,0,512,0,"[0,0,0,0,0,0,0,0,0,0,7,-2,7,-2,6,-2,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,7,-1,7,-2,8,-2,8,-2,9,-2,9,-2,10,-1,10,-1,10,-1,10,-1,11,-1,11,0,11,0,11,0,12,0,11,1,12,1,12,1,12,0,13,0,13,0,14,0,14,0,15,1,16,1,16,1,17,2,18,2,18,3,18,4,18,6,18,7,17,9,17,9,16,10,17,10,17,10,19,11,20,11,20,12,20,12,19,12,18,11,16,10,15,10,14,9,14,8,15,8,16,9,17,9,18,10,18,11,18,12,18,13,18,14,20,14,21,15,21,15,22,16,21,16,20,17,19,17,18,17,17,17,16,17,16,17,15,17,16,17,17,17,18,17,19,18,20,19,21,20,20,19,20,18,19,17,18,15,17,15,17,14,18,14,18,15,19,16,19,18,19,19,20,21,20,22,20,22,20,23,20,23,20,23,21,23,22,23,23,23,24,23,25,24,26,24,26,24,26,24,26,24,25,24,25,24,25,25,25,25,24,25,24,24,24,23,24,22,24,22,24,22,25,24,25,25,27,27,28,30,26,40,0,0,12,23,12,23,13,22,14,22,15,22,15,23,16,24,18,24,18,26,19,27,19,27,19,28,20,28,21,28,22,28,23,29,24,29,24,29,24,29,23,29,23,29,21,28,20,29,19,29,19,30,19,32,19,33,19,34,18,35,17,35,16,34,15,33,15,32,15,31,15,30,15,30,15,28,15,27,14,26,13,25,13,25,12,25,14,25,15,25,18,24,20,23,21,24,22,23,22,24,22,25,22,27,21,29,20,30,18,32,16,32,14,33,13,32,12,32,12,32,12,32,13,33,13,33,14,32,14,32,16,31,17,31,18,31,20,32,21,32,22,31,22,31,23,30,22,29,22,28,20,28,18,28,16,30,14,31,13,34,12,36,12,38,12,39,10,40,9,40,7,40,5,39,3,37,2,35,1,35,0,33,0,34,0,33,0,35,0,36,-1,38,-1,39,-1,38,0,36,1,34,2,31,3,30,3,28,2,29,1,29,-1,29,-3,30,-6,30,-9,30,-11,30,-13,29,-14,28,-15,27,-15,27,-16,27,-16,27,-16,28,-16,26,-17,26,-17,24,-17,23,-18,21,-18,19,-18,19,0,0,0,0,0,0,0,0]"
